id,breed,chonky,height,fur,is_kitten,tail_length,cat_face_only,face_smush,tail_fur,eye_colour_right,eye_colour_left,right_ear_size,left_ear_size,fur_type,comments,,,
Abyssinian-42991210_136.jpg,abyssinian,1,-1,2,0,-1,0,0,-1,5,5,4,4,6,,,,
Abyssinian-44927473_101.jpg,abyssinian,1,1,2,0,2,0,0,1,2,2,4,4,6,,,,
Abyssinian-45537021_88.jpg,abyssinian,1,1,2,0,-1,0,0,-1,2,2,4,4,6,,,,
tonkinese_nafitgxaca.jpg,abyssinian,-1,-1,2,0,-1,1,0,-1,2,-1,4,4,6,,,,
american bobtail shorthair_asarlnayeo.jpg,pixiebob longhair,1,0,3,1,1,0,0,2,2,2,3,3,2,,,,
american bobtail shorthair_bztniccepm.jpg,american bobtail,1,1,3,0,-1,0,0,2,2,2,4,4,4,,,,
american bobtail shorthair_cccoaxslhx.jpg,american bobtail,1,1,3,0,-1,0,0,-1,5,5,3,3,3,,,,
american bobtail shorthair_cluzoyygwb.jpg,american bobtail,2,1,3,0,1,0,0,2,3,3,4,4,2,,,,
american bobtail shorthair_cqvcxlyigq.jpg,american bobtail,1,1,3,0,1,0,0,2,1,1,3,3,0,,,,
american bobtail shorthair_ecbspabitd.jpg,american bobtail,2,1,3,0,1,0,0,2,2,2,3,3,2,,,,
american bobtail shorthair_exwalbwbgg.jpg,american bobtail,1,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail shorthair_fdpxkwiida.jpg,american bobtail,1,1,3,0,-1,0,0,3,5,5,4,4,2,,,,
american bobtail shorthair_gvgafnlfbp.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail shorthair_hfpxxtssoi.jpg,american bobtail,1,1,3,0,1,0,0,2,2,2,4,4,4,,,,
american bobtail shorthair_jhbtdthqce.jpg,pixiebob longhair,1,1,3,0,1,0,0,2,2,2,3,3,2,,,,
american bobtail shorthair_jhgsuhxteb.jpg,american bobtail,1,1,3,0,1,0,0,2,2,2,4,4,2,,,,
american bobtail shorthair_mamjjswchy.jpg,american bobtail,1,0,3,1,1,0,0,2,2,2,5,5,2,,,,
american bobtail shorthair_nqyliqwfhz.jpg,american bobtail,1,0,3,1,1,0,0,2,1,1,3,3,2,,,,
american bobtail shorthair_qfpapfbizw.jpg,american bobtail,1,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail shorthair_vmvyaqxpft.jpg,american bobtail,2,1,3,0,1,0,0,2,6,6,4,4,2,,,,
american bobtail shorthair_ybvqbxzhaw.jpg,american bobtail,2,1,3,0,1,0,0,2,2,2,4,4,2,,,,
american bobtail shorthair_yfavwkmith.jpg,american bobtail,1,0,3,1,1,0,0,2,2,2,4,4,0,,,,
american bobtail shorthair_zfsmxvlnjj.jpg,american bobtail,1,1,3,0,1,0,0,2,-1,-1,3,3,2,,,,
american bobtail_agtbbghfpq.jpg,american bobtail,2,1,3,0,1,0,0,2,-1,2,4,4,2,,,,
american bobtail_aknftastct.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail_alszezzsqe.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail_auixaihksi.jpg,american bobtail,2,-1,3,0,-1,0,0,-1,5,5,4,4,2,,,,
american bobtail_bibdwlhsmb.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail_bvsqeszglh.jpg,american bobtail,1,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail_cctxseejpu.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail_cxtsogpyae.jpg,american bobtail,-1,-1,3,0,-1,1,0,-1,5,5,-1,-1,-1,,,,
american bobtail_drchaweosk.jpg,american bobtail,2,1,3,0,1,0,0,2,2,2,4,4,2,,,,
american bobtail_fkhnjjqklc.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail_ibkkfxqiyf.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail_kzcqcbhtyi.jpg,american bobtail,-1,-1,3,0,-1,1,0,-1,5,5,4,4,-1,,,,
american bobtail_lfkseudprn.jpg,american bobtail,2,1,3,0,1,0,0,2,3,3,4,4,2,,,,
american bobtail_qlsgqtbeqv.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail_qwvldezime.JPG,american bobtail,2,1,3,0,1,0,0,2,1,1,4,4,2,,,,
american bobtail_tnqhlgnkik.jpg,american bobtail,2,1,3,0,1,0,0,2,-1,5,4,4,2,,,,
american bobtail_tsbavcyyza.jpg,american bobtail,2,1,3,1,1,0,0,2,2,2,5,5,2,,,,
american bobtail_uolzeyxdef.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail_uqdysmufaw.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american bobtail_whjaysrcam.jpg,american bobtail,2,1,3,0,-1,0,0,-1,5,5,4,4,0,,,,
american bobtail_wwzrhfpjcf.jpg,american bobtail,-1,-1,3,0,-1,1,0,-1,5,5,4,4,-1,,,,
american bobtail_xzjbhsaknf.jpg,american bobtail,2,1,3,0,-1,0,0,-1,5,5,4,4,2,,,,
american bobtail_ylzrdsuzcm.jpg,american bobtail,1,0,3,1,-1,0,0,-1,6,6,5,5,2,,,,
american bobtail_zojhvidbko.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american curl longhair_znbtdjhyiv.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
american longhair_frlpiossfj.jpg,american bobtail,2,1,3,0,1,0,0,2,5,5,4,4,2,,,,
minuet longhair_kaidnbwatg.jpg,american bobtail,2,1,3,0,1,0,0,2,1,1,4,4,2,,,,
turkish angora_avbmmaddrq.JPG,american bobtail ,1,1,3,0,-1,0,0,-1,2,2,4,4,2,,,,
american bobtail shorthair_bsyrxnrxuy.jpg,american shorthair,-1,-1,2,0,-1,1,0,-1,2,2,3,3,2,,,,
american bobtail shorthair_cblzusolcc.jpg,american bobtail shorthair,1,1,2,0,1,0,0,2,2,2,4,4,1,Padrão Lynx,,,
american bobtail shorthair_jhaxaoiiss.jpg,american bobtail shorthair,1,1,2,0,1,0,0,1,-1,-1,3,3,2,,,,
american bobtail shorthair_ldsqktisyd.jpg,american bobtail shorthair,1,1,2,0,1,0,0,1,5,5,4,4,2,,,,
american bobtail shorthair_llgaemxcza.jpg,american bobtail shorthair,1,1,2,0,1,0,0,1,5,5,4,4,2,,,,
american bobtail shorthair_oxzelodhto.jpg,american bobtail shorthair,1,1,2,0,1,0,0,1,5,5,3,3,2,,,,
american bobtail shorthair_phvaslsizr.jpg,american bobtail shorthair,1,1,2,0,1,0,0,1,5,5,4,4,2,,,,
american bobtail shorthair_xulgqtpulg.jpg,american bobtail shorthair,0,0,2,1,1,0,0,3,2,2,3,3,2,,,,
american bobtail shorthair_yitfcnuepl.jpg,american bobtail shorthair,2,1,2,0,1,0,0,1,1,1,3,3,1,Padrão Lynx,,,
american bobtail shorthair_ymqmwfmmyr.jpg,american bobtail shorthair,1,1,2,0,1,0,0,2,2,2,4,4,1,Padrão Lynx,,,
american bobtail_bnvttphuji.jpg,american bobtail shorthair,2,1,2,0,1,0,0,1,2,2,4,4,2,,,,
american bobtail_bucopgbzkr.jpg,american bobtail shorthair,2,1,2,0,1,0,0,1,5,5,4,4,2,,,,
american bobtail_dhxqyieqvm.jpg,american bobtail shorthair,2,1,2,0,-1,0,0,-1,2,2,4,4,2,,,,
american bobtail_hnbqcffbol.jpg,american bobtail shorthair,2,1,2,0,1,0,0,1,5,5,4,4,2,,,,
american bobtail_jzindpsrxp.jpg,american bobtail shorthair,1,1,2,0,1,0,0,1,1,1,4,4,1,Pdrão Lynx,,,
american bobtail_lpdbaaivfl.jpg,american bobtail shorthair,1,1,2,0,1,0,0,1,-1,2,4,4,3,,,,
american bobtail_nsrgchrpgh.jpg,american bobtail shorthair,2,1,2,0,1,0,0,1,5,5,3,3,2,,,,
american bobtail_vkanuyiwxa.jpg,american bobtail shorthair,1,1,2,0,1,0,0,1,5,5,4,4,2,,,,
american bobtail_vxgbvcqtlf.jpg,american bobtail shorthair,2,1,2,0,1,0,0,1,5,5,4,4,2,,,,
japanese bobtail longhair_hcsqwoaunx.jpg,american bobtail shorthair,1,1,2,0,1,0,0,1,2,2,4,4,2,,,,
japanese bobtail longhair_issjbewjmh.jpg,american bobtail shorthair,1,1,2,0,1,0,0,3,2,2,4,4,2,,,,
japanese bobtail_nxnzqyfvum.jpg,american bobtail shorthair,1,1,2,0,1,0,0,1,-1,-1,4,4,2,,,,
kurilian bobtail longhair_cvswkxftkg.jpg,american bobtail shorthair,2,1,2,0,1,0,0,1,2,2,3,3,2,,,,
kurilian bobtail_fsvbcecwse.jpg,american bobtail shorthair,1,1,2,0,1,0,0,1,5,5,4,4,2,,,,
american curl longhair_bugdxtxmpi.jpg,american curl longhair,-1,-1,3,0,-1,1,0,-1,2,2,2,2,3,,,,
american curl longhair_cfimkukeqi.jpg,american curl longhair,1,1,3,0,2,0,0,2,2,2,2,2,0,,,,
american curl longhair_cmgewfmpyz.jpg,american curl longhair,1,1,3,0,-1,0,0,-1,5,5,2,2,5,,,,
american curl longhair_dyqreehdks.gif,american curl longhair,1,1,3,0,-1,0,0,-1,1,1,2,2,1,Padrão Lynx,,,
american curl longhair_fdnbxahuke.jpg,american curl longhair,1,1,3,0,2,0,0,2,5,5,2,2,2,,,,
american curl longhair_fivcjfmyan.jpg,american curl longhair,1,1,3,0,2,0,0,2,5,5,2,2,2,,,,
american curl longhair_fkyefohfnr.jpg,american curl longhair,2,1,3,0,2,0,0,2,3,3,2,2,3,,,,
american curl longhair_fnhaxdhkef.jpg,american curl longhair,-1,-1,3,0,-1,1,0,-1,3,3,2,2,2,,,,
american curl longhair_glpigbqexq.jpg,american curl longhair,1,1,3,0,-1,0,0,2,3,3,2,2,3,,,,
american curl longhair_hkueamhwbh.jpg,american curl longhair,1,1,3,0,2,0,0,2,3,3,2,2,2,,,,
american curl longhair_hlyanjvnpf.jpg,american curl longhair,-1,-1,3,0,-1,1,0,-1,2,2,2,2,4,,,,
american curl longhair_iuvghovgmw.jpg,american curl longhair,-1,-1,3,0,-1,1,0,-1,2,2,2,2,0,,,,
american curl longhair_jzkhtxynsu.jpg,american curl longhair,1,1,3,0,2,0,0,2,5,5,2,2,0,,,,
american curl longhair_kpogjhpduw.jpg,american curl longhair,1,-1,3,0,-1,0,0,-1,-1,-1,2,2,2,,,,
american curl longhair_niwxxgathx.jpg,american curl longhair,1,1,3,0,2,0,0,2,5,5,2,2,2,,,,
american curl longhair_ohuvxjwtct.jpg,american curl longhair,1,1,3,0,2,0,0,2,1,1,2,2,1,Padrão Lynx,,,
american curl longhair_oyimmtajbv.jpg,american curl longhair,1,0,3,1,-1,0,0,-1,1,1,2,2,3,,,,
american curl longhair_phvgoycjpy.jpg,american curl longhair,1,1,3,0,-1,0,0,-1,5,5,2,2,0,,,,
american curl longhair_tcvpsqidsl.jpg,american curl longhair,-1,-1,3,0,-1,1,0,-1,1,1,2,2,1,Padrão Lynx,,,
american curl longhair_tpeiicpgks.jpg,american curl longhair,1,1,3,0,2,0,0,2,7,7,2,2,3,,,,
american curl longhair_ukjhtwxtfs.jpg,american curl longhair,1,1,3,0,2,0,0,2,-1,-1,-1,2,3,,,,
american curl longhair_ulquoubjyl.jpg,american curl longhair,1,1,3,0,-1,0,0,2,5,5,2,2,3,,,,
american curl longhair_uzrsrkmaob.jpg,american curl longhair,1,1,3,0,2,0,0,2,2,2,2,2,3,,,,
american curl longhair_v0dprxdmz.jpg,american curl longhair,-1,-1,3,0,-1,1,0,-1,3,3,2,2,2,,,,
american curl longhair_vrbchgkdpz.jpg,american curl longhair,1,1,3,0,2,0,0,2,5,5,2,2,3,,,,
american curl longhair_vwcfpeayxi.jpg,american curl longhair,1,1,3,0,2,0,0,2,5,5,2,2,2,,,,
american curl longhair_wwgulnecja.jpg,american curl longhair,1,0,3,1,-1,0,0,-1,2,2,2,2,2,,,,
american curl longhair_ywfjscynfa.jpg,american curl longhair,1,-1,3,0,-1,0,0,-1,1,1,2,2,2,,,,
american curl longhair_zjguurqomv.jpg,american curl longhair,1,1,3,0,2,0,-1,2,-1,-1,2,2,2,,,,
american curl shorthair_adkfkqoltl.jpg,american curl longhair,1,1,3,0,2,0,0,2,2,2,2,2,0,,,,
american curl shorthair_aychtlssua.jpg,american curl longhair,1,1,3,0,2,0,0,2,5,5,2,2,5,,,,
american curl shorthair_cvdbcixvtg.jpg,american curl longhair,1,0,3,1,-1,0,0,-1,-1,-1,-1,2,0,,,,
american curl shorthair_egupaulscb.jpg,american curl longhair,1,1,3,0,2,0,0,2,5,5,2,2,3,,,,
american curl shorthair_eonkgrlryt.jpg,american curl longhair,1,1,3,0,2,0,0,2,1,1,2,2,1,Padrão Lynx,,,
american curl shorthair_gbaaldulql.jpg,american curl longhair,-1,-1,3,1,-1,1,0,-1,1,1,2,2,0,,,,
american curl shorthair_getvfemfdq.jpg,american curl longhair,1,1,3,0,-1,0,0,-1,2,2,2,2,2,,,,
american curl shorthair_gqcybyxeoy.jpg,american curl longhair,-1,-1,3,0,-1,1,0,-1,2,2,2,2,4,,,,
american curl shorthair_hwkytsesaa.jpg,american curl longhair,1,0,3,1,2,0,0,1,1,1,2,2,4,,,,
american curl shorthair_klieukbqhi.jpg,american curl longhair,1,1,3,0,2,0,0,2,5,5,2,2,2,,,,
american curl shorthair_lbqcphmqst.jpg,american curl longhair,1,1,3,0,2,0,0,2,7,7,2,2,3,,,,
american curl shorthair_pvgzpnagpx.jpg,american curl longhair,1,-1,3,0,-1,0,0,-1,2,2,2,2,0,,,,
american curl shorthair_rnwfwmrkzf.jpg,american curl longhair,1,0,3,1,2,0,0,2,2,2,2,2,3,,,,
american curl shorthair_tefeilehsl.jpg,american curl longhair,1,0,3,1,-1,0,0,-1,1,1,2,2,0,,,,
american curl shorthair_ugbpysggpe.jpg,american curl longhair,2,1,3,0,-1,0,0,2,2,-1,2,2,2,,,,
american curl shorthair_vcbtpsnlwo.jpg,american curl longhair,-1,-1,3,0,-1,1,0,-1,2,2,2,2,3,,,,
american longhair_mcnhpwhsnf.jpg,american curl longhair,1,-1,3,0,-1,0,0,-1,2,2,2,2,5,,,,
american longhair_ntvdbfnndo.jpg,american curl longhair,1,1,3,0,-1,0,0,-1,1,1,2,2,1,Padrão Lynx,,,
american longhair_obacppebas.jpg,american curl longhair,1,1,3,0,2,0,0,2,5,5,2,2,2,,,,
american longhair_puzcxllltg.jpg,american curl longhair,1,1,3,0,2,0,0,2,5,5,2,2,3,,,,
mekong bobtail_xhqjzjzrdj.jpg,american curl longhair,-1,-1,3,1,-1,1,0,-1,1,1,2,2,3,,,,
american curl longhair_fzquzlxtvw.jpg,american curl shorthair,-1,-1,2,0,-1,1,0,-1,2,2,2,2,2,,,,
american curl longhair_swhjxtpbsf.jpg,american curl shorthair,1,1,2,0,2,0,0,1,5,5,2,2,4,,,,
american curl longhair_tiaipsfvmo.jpg,american curl shorthair,1,1,2,0,-1,0,0,1,1,1,2,2,1,Padrão Lynx,,,
american curl longhair_trahpmleyr.jpg,american curl shorthair,-1,-1,2,0,2,0,0,1,5,5,2,2,2,,,,
american curl longhair_udpmptjgof.jpg,american curl shorthair,1,1,2,0,2,0,0,2,1,1,2,2,0,,,,
american curl shorthair_ahwxmvairg.jpg,american curl shorthair,1,1,2,0,-1,0,0,-1,2,2,2,2,2,,,,
american curl shorthair_joakgzjusi.jpg,american curl shorthair,2,-1,2,0,-1,0,0,-1,5,5,2,2,2,,,,
american curl shorthair_jokoxbfpcr.jpg,american curl shorthair,-1,-1,2,1,-1,1,0,-1,1,1,2,2,3,,,,
american curl shorthair_kuoxsacemb.gif,american curl shorthair,1,1,2,0,2,0,0,1,5,5,2,2,2,,,,
american curl shorthair_lcrtgtitqp.jpg,american curl shorthair,1,1,2,0,2,0,0,1,5,5,2,2,2,,,,
american curl shorthair_pgpsgtugum.jpg,american curl shorthair,-1,-1,2,0,-1,0,0,-1,7,7,2,2,2,,,,
american curl shorthair_tyldlhamfl.jpg,american curl shorthair,1,-1,2,1,-1,0,0,-1,6,6,2,2,2,,,,
american curl shorthair_utipfyydbb.jpg,american curl shorthair,1,-1,2,0,-1,0,0,-1,2,2,2,2,2,,,,
american curl shorthair_wdiynzvetl.jpg,american curl shorthair,-1,-1,2,0,-1,1,0,-1,2,2,2,2,2,,,,
american curl shorthair_ytbeztjejp.jpg,american curl shorthair,1,1,2,0,2,0,0,1,5,5,2,2,2,,,,
american curl longhair_jrxhigsark.png,american longhair,-1,-1,3,0,-1,0,0,-1,2,2,4,4,3,,,,
american longhair_bhkloxfyih.jpg,american longhair,1,1,3,0,2,0,0,2,7,7,4,4,3,,,,
american longhair_cggijkslsz.jpg,american longhair,-1,-1,3,0,-1,1,0,-1,2,2,-1,-1,3,,,,
american longhair_czmamjwals.jpg,american longhair,1,1,3,0,2,0,0,2,2,2,4,4,2,,,,
american longhair_djojeojgnk.jpg,american longhair,-1,-1,3,0,-1,0,0,-1,2,2,4,4,5,,,,
american longhair_euttwinkyi.jpg,american longhair,1,1,3,0,2,0,0,2,2,2,4,4,3,,,,
american longhair_lmycqazixl.png,american longhair,1,-1,3,0,-1,0,0,-1,5,5,4,4,0,,,,
american longhair_lnuyysiimp.jpg,russian blue,0,0,3,1,-1,0,0,-1,2,2,4,4,0,,,,
american longhair_lzpgonjjed.jpg,american longhair,-1,-1,3,0,-1,1,0,-1,3,3,4,4,-1,,,,
american longhair_mlxpatscpi.JPG,american longhair,1,1,3,0,-1,0,0,2,2,2,4,4,3,,,,
american longhair_oehdheqbmb.jpg,american longhair,1,1,3,0,2,0,0,2,2,2,4,4,2,,,,
american longhair_sjrzxsbqsc.jpg,american longhair,-1,-1,3,0,-1,1,0,-1,-1,7,-1,-1,3,,,,
american longhair_sxlosueame.jpg,american longhair,-1,-1,3,0,-1,1,0,-1,5,5,4,4,3,,,,
american longhair_teftrbbpxr.jpeg,american longhair,-1,-1,3,1,-1,1,0,-1,-1,-1,4,4,3,,,,
american longhair_ulunwzeqkr.jpg,american longhair,1,-1,3,0,2,0,0,2,2,2,4,4,2,,,,
american longhair_vaxetwpqfu.jpg,american longhair,1,1,3,0,2,0,0,2,2,2,4,4,5,,,,
american longhair_vzpqarhfcf.jpg,american longhair,-1,-1,3,0,-1,0,0,-1,2,2,4,4,3,,,,
american longhair_wcvsntwvxc.jpg,american longhair,1,1,3,0,2,0,0,2,7,7,4,4,2,,,,
american longhair_ykjyvlzspj.jpg,american longhair,1,1,3,0,2,0,0,2,2,2,4,4,3,,,,
minuet_rgsalttbbq.jpg,american longhair,1,0,3,1,2,0,0,2,6,6,5,5,3,,,,
american bobtail shorthair_akdhhrbuts.jpg,american shorthair,1,1,2,0,2,0,0,1,3,3,3,3,2,,,,
american bobtail shorthair_gismnnxnuj.jpg,american shorthair,1,-1,2,0,-1,0,0,-1,2,2,3,3,2,,,,
american bobtail shorthair_kmlpardyqa.jpg,american shorthair,1,1,2,0,2,0,0,1,5,5,3,3,2,,,,
american bobtail shorthair_zditmkdrym.jpg,american shorthair,1,1,2,0,2,0,0,1,5,5,3,3,2,,,,
american curl shorthair_ikoohpwbzo.jpg,american shorthair,-1,-1,2,0,-1,0,0,-1,5,5,3,3,2,,,,
american curl shorthair_jwnycptsmh.jpg,american shorthair,1,1,2,0,2,0,0,1,5,5,3,3,2,,,,
american curl shorthair_xjvkobnrfy.jpg,american shorthair,1,1,2,0,2,0,0,1,5,5,3,3,2,,,,
american longhair_bnvtrmqtsr.jpg,american shorthair,1,1,2,0,2,0,0,1,5,5,3,3,2,,,,
american longhair_ctrorrecwp.jpg,american shorthair,1,1,2,0,2,0,0,1,2,2,3,3,2,,,,
american longhair_dnlxjxrrrd.jpg,american shorthair,1,0,2,1,-1,0,0,-1,1,1,3,3,2,,,,
american longhair_eztmdlhxpk.jpg,american shorthair,1,1,2,0,2,0,0,1,5,5,3,3,2,,,,
american longhair_plgbycwjng.jpg,american shorthair,1,1,2,0,2,0,0,1,2,2,3,3,2,,,,
american longhair_qchzumlykp.jpg,american shorthair,-1,-1,2,0,-1,1,0,-1,2,2,3,3,2,,,,
american longhair_ua0cacuag.jpg,american shorthair,1,1,2,0,2,0,0,1,5,5,3,3,2,,,,
american wirehair_hmlhitqonh.jpg,american shorthair,1,-1,2,0,-1,0,0,-1,3,3,3,3,2,,,,
AmericanShorthair-41327670_9988.jpg,american shorthair,1,1,2,0,-1,0,0,-1,5,5,3,3,2,,,,
AmericanShorthair-41463604_9837.jpg,american shorthair,1,1,2,0,2,0,0,1,2,2,3,3,2,,,,
AmericanShorthair-41520572_9736.jpg,american shorthair,1,1,2,0,-1,0,0,-1,2,2,3,3,2,,,,
AmericanShorthair-41824959_9300.jpg,american shorthair,1,1,2,0,2,0,0,1,-1,-1,3,3,2,,,,
AmericanShorthair-41905444_9168.jpg,american shorthair,1,-1,2,1,-1,0,0,-1,2,2,4,4,2,,,,
AmericanShorthair-42291512_8525.jpg,american shorthair,1,0,2,1,2,0,0,1,5,5,4,4,2,,,,
AmericanShorthair-42577738_8041.jpg,american shorthair,1,1,2,0,2,0,0,1,2,2,4,4,2,,,,
Bengal-24363681_7629.jpg,american shorthair,1,1,2,0,2,0,0,1,-1,-1,-1,4,2,,,,
european shorthair_tozrvzsume.jpg,american shorthair,1,-1,2,0,-1,0,0,-1,5,5,3,3,4,,,,
european shorthair_vybcjlhbak.jpg,american shorthair,-1,-1,2,0,-1,1,0,-1,5,5,3,3,2,,,,
european shorthair_zcsmazwlbi.jpg,american shorthair,-1,-1,2,0,-1,1,0,-1,2,2,3,3,2,,,,
minuet longhair_ddvglcpwtt.jpg,american shorthair,1,0,2,1,-1,0,0,-1,1,1,3,3,2,,,,
american wirehair_ajeeotlabr.jpg,american wirehair,1,1,2,0,2,0,0,1,5,5,4,4,0,,,,
american wirehair_ckqrttygpz.jpg,american wirehair,1,1,2,0,2,0,0,1,2,2,4,4,3,,,,
american wirehair_daqdktmsjl.jpg,american wirehair,1,-1,2,0,-1,0,0,-1,5,5,4,4,4,,,,
american wirehair_dhkibtcnvt.jpg,american wirehair,1,1,2,0,2,0,0,1,5,5,4,4,5,,,,
american wirehair_dpfwrtmhqg.jpg,american wirehair,1,1,2,0,2,0,0,1,5,5,4,4,4,,,,
american wirehair_eixltoquxi.jpg,american wirehair,1,0,2,1,2,0,0,1,2,2,3,3,4,,,,
american wirehair_fgxgarfwwl.jpg,american wirehair,1,-1,2,0,-1,0,0,-1,7,7,3,3,4,,,,
american wirehair_fhekpcjntv.jpg,sNowshoe,1,-1,2,0,-1,0,0,-1,1,1,3,3,1,Padrão Lynx,,,
american wirehair_gnxihvgwyg.jpg,american wirehair,1,1,2,0,2,0,0,1,7,7,3,3,3,,,,
american wirehair_gptouqsypy.jpg,american wirehair,1,1,2,0,2,0,0,1,7,7,4,4,3,,,,
american wirehair_gtexfbueyy.jpg,american wirehair,-1,-1,2,0,-1,1,0,-1,2,2,4,4,3,,,,
american wirehair_gyfrshbecf.jpg,american wirehair,1,1,2,0,2,0,0,1,5,5,4,4,4,,,,
american wirehair_hlafguknxy.jpg,american wirehair,1,1,2,0,2,0,0,1,5,5,4,4,2,,,,
american wirehair_htdqmlwfto.jpg,american wirehair,1,1,2,0,2,0,0,1,5,5,3,3,2,,,,
american wirehair_kpwuyjrkhq.jpg,american wirehair,1,1,2,0,2,0,0,1,7,7,3,3,2,,,,
american wirehair_mktsswawrj.jpg,american wirehair,-1,-1,2,0,-1,1,0,-1,5,5,4,4,3,,,,
american wirehair_oeqzgodhxi.jpg,american wirehair,1,1,2,0,2,0,0,1,3,3,4,4,3,,,,
american wirehair_pdvrodvmjp.jpg,american wirehair,1,1,2,0,2,0,0,1,5,-1,3,-1,2,,,,
american wirehair_qkhoutyqqw.jpg,american wirehair,1,1,2,0,2,0,0,1,5,5,4,4,2,,,,
